group,identifier,border_centre_ratio,attention_entropy
ava_test,725291,0.33182504773139954,0.914703514828519
ava_test,795084,0.1658581644296646,0.9211365643156355
ava_test,642634,0.15054874122142792,0.91752435975915
ava_test,172880,0.0838949903845787,0.9199193356242855
ava_test,538709,0.5525184869766235,0.8918228964538178
ava_test,720200,0.133221834897995,0.9261263192301783
ava_test,824540,0.30409568548202515,0.9179975566273428
ava_test,283301,0.09767831116914749,0.9172952814629441
ava_test,558903,0.3845331370830536,0.9204623634551182
ava_test,86561,0.528941810131073,0.93116746734332
ava_test,857060,1.1031854152679443,0.9067399581172443
ava_test,933736,0.867656409740448,0.9072030386854033
ava_test,254027,0.2733829617500305,0.913553716689032
ava_test,864780,0.3656810522079468,0.905962351662078
ava_test,496980,0.38933390378952026,0.892286710674227
ava_test,13482,0.05301641300320625,0.9030790602993918
ava_test,228683,1.112673282623291,0.8757658983312748
ava_test,489538,0.06434126943349838,0.9000586390412918
ava_test,490550,0.35308411717414856,0.9188911177870238
ava_test,11211,0.5128305554389954,0.9170977618162519
ava_test,616901,1.3609187602996826,0.8522292710280389
ava_test,248309,1.3438968658447266,0.8421915123396357
ava_test,19943,1.2608760595321655,0.8864077946247628
ava_test,488100,0.5443203449249268,0.9048437902204691
ava_test,506185,0.19338887929916382,0.908010578719398
ava_test,116004,0.3062322735786438,0.886171066939211
ava_test,742085,0.4340830147266388,0.9149757831988491
ava_test,449761,0.09135191887617111,0.8984163829176613
ava_test,151370,0.23210358619689941,0.9152834522892216
ava_test,67154,0.05394728109240532,0.8981627275233677
ava_test,221430,0.7390572428703308,0.8670542241483733
ava_test,146420,0.3021836578845978,0.9089029532818158
ava_test,566885,0.72768235206604,0.8952050391859869
ava_test,596901,0.15318870544433594,0.9349968147511027
ava_test,131285,0.2015100121498108,0.9257518641850098
ava_test,297355,0.1012829914689064,0.9168905465128026
ava_test,171809,0.37727853655815125,0.8841390561446247
ava_test,606603,0.5576770901679993,0.9124673801688454
ava_test,953180,0.7777590751647949,0.9447777008701068
ava_test,74138,0.33897385001182556,0.923097199691842
ava_test,924452,0.7401732802391052,0.9074266495373885
ava_test,414177,1.536648154258728,0.834125159361497
ava_test,14905,0.8609644174575806,0.871141426815875
ava_test,276708,0.14999161660671234,0.9086105552560947
ava_test,524030,0.5729069113731384,0.9027237049490401
ava_test,84025,0.7941571474075317,0.9314518319873412
ava_test,456445,0.5982037782669067,0.9251764780887161
ava_test,209466,0.2819640636444092,0.912453848781435
ava_test,209052,0.38148921728134155,0.9122257972013551
ava_test,249676,0.21963222324848175,0.9271857073914433
ava_test,878470,0.6993495225906372,0.8893095664721007
ava_test,505953,0.7478223443031311,0.9026894664430113
ava_test,512353,0.10846732556819916,0.9115692255304794
ava_test,647992,0.8876490592956543,0.8843598626432949
ava_test,275752,0.9313086867332458,0.9152755389032954
ava_test,711881,0.3424437642097473,0.9088263054643125
ava_test,916246,0.33802667260169983,0.919646685123285
ava_test,874286,0.0,0.0
ava_test,150966,1.2448995113372803,0.9259885338444687
ava_test,95536,0.5107563734054565,0.9019480654314918
ava_test,268057,0.8616056442260742,0.8511784303107818
ava_test,500918,0.5698602199554443,0.903720333876082
ava_test,621731,0.3069268763065338,0.9118085883584247
ava_test,866449,0.5046392679214478,0.931002679132744
ava_test,84636,0.04882550612092018,0.8753349003691204
ava_test,795658,0.47106432914733887,0.9187801745741575
ava_test,661192,0.868918240070343,0.9211345637354547
ava_test,220298,0.1692534238100052,0.9184545973811028
ava_test,101289,0.6305417418479919,0.938888717809649
ava_test,463637,0.1836274266242981,0.8981326873434015
ava_test,717660,0.4441862106323242,0.8959883798392101
ava_test,739163,0.07208593934774399,0.918031941113441
ava_test,847914,0.1291848123073578,0.9044969130449959
ava_test,775255,0.1892865002155304,0.904889984057321
ava_test,910738,0.16507376730442047,0.9059206034477827
ava_test,495290,0.14807356894016266,0.9237323370555376
ava_test,7442,0.21587394177913666,0.902788447363059
ava_test,500840,0.41584286093711853,0.9097460960435857
ava_test,695242,0.0562267005443573,0.9040818267216943
ava_test,289672,0.36215004324913025,0.9079059482337898
ava_test,24639,0.4874075949192047,0.9210423467143405
ava_test,256613,0.4913243353366852,0.9124955289550353
ava_test,195116,0.101680226624012,0.9158916679602506
ava_test,801855,0.4455925524234772,0.898631421105484
ava_test,460796,0.08118053525686264,0.9152246445664176
ava_test,5942,0.0,0.0
ava_test,607063,0.1431119590997696,0.9162561775987456
ava_test,593657,0.37216511368751526,0.9123909010550092
ava_test,123063,0.3536785840988159,0.9075127780898065
ava_test,786285,0.04551755636930466,0.8841742996017083
ava_test,921524,0.6134402751922607,0.8039768427945991
ava_test,405516,0.4278809726238251,0.888004392236792
ava_test,144521,0.49076470732688904,0.9417949269347419
ava_test,624340,0.13850592076778412,0.9003754649400766
ava_test,21320,0.5366194248199463,0.8959104571287612
ava_test,739206,0.05871261656284332,0.8972465224192913
ava_test,125119,0.007573726586997509,0.8763455901371201
ava_test,763123,0.15779417753219604,0.9198650429677726
ava_test,277169,0.36756137013435364,0.913314711543586
ava_test,209205,0.25585514307022095,0.9437438284573493
ava_test,2526,0.5267543196678162,0.8879952010314485
ava_test,3343,0.023950926959514618,0.8866747263860963
ava_test,81902,0.41222313046455383,0.948030295465832
ava_test,910289,0.7618626952171326,0.8923417733250251
ava_test,607713,0.21498911082744598,0.9021148002614525
ava_test,272371,0.7845010757446289,0.9115892122995325
ava_test,296778,0.12679356336593628,0.9325301911242795
ava_test,581566,0.18393443524837494,0.9036238081334081
ava_test,380499,0.16109678149223328,0.9171823798634963
ava_test,502171,0.6310862898826599,0.9251859852759419
ava_test,592183,0.6888555884361267,0.8736341993367596
ava_test,566529,0.8233156800270081,0.8716510729637973
ava_test,230541,0.10465738922357559,0.9108512383244375
ava_test,803429,0.4702744483947754,0.9004733793097158
ava_test,549,0.07401251792907715,0.9081955719091246
ava_test,297283,0.7582511901855469,0.903661239414124
ava_test,275767,0.4857281446456909,0.9027448909372492
ava_test,957614,0.14957520365715027,0.9043787107867544
ava_test,426762,0.3325260281562805,0.9221481366598651
ava_test,299029,0.18398115038871765,0.905160375364878
ava_test,270332,0.04408040642738342,0.9152367461173824
ava_test,373531,0.8470252156257629,0.9162062938080827
ava_test,690518,0.5046833157539368,0.8899822364578587
ava_test,591736,0.29909762740135193,0.9252882313378545
ava_test,288475,3.9529120922088623,0.7720949261488632
ava_test,612416,1.2896976470947266,0.8673947347558488
ava_test,380556,0.6131249070167542,0.9132280671578654
ava_test,41958,0.16189084947109222,0.9087671041166714
ava_test,413092,0.5018333792686462,0.899969025650328
ava_test,906771,0.22714367508888245,0.9223740698252336
ava_test,14852,0.39894112944602966,0.9169567127152439
ava_test,41263,0.9351874589920044,0.9132478270867226
ava_test,248823,0.36204594373703003,0.9066867341997118
ava_test,458647,1.3025935888290405,0.8868934402096388
ava_test,624828,0.3944680094718933,0.9105629364461263
ava_test,497256,0.4972778260707855,0.9138546390429506
ava_test,65923,0.09592430293560028,0.9193375459493903
ava_test,824669,0.47245633602142334,0.881495608760113
ava_test,674176,0.4641852378845215,0.9021346452848492
ava_test,519727,0.21147000789642334,0.9066658702798353
ava_test,840531,0.8852012753486633,0.8849357527029964
ava_test,36202,0.3714753985404968,0.9341978453512337
ava_test,808949,0.6375939249992371,0.9141686132174799
ava_test,800995,0.1881449818611145,0.9042396013192837
ava_test,430337,0.2516035735607147,0.9054147524761538
ava_test,905273,0.37513479590415955,0.9302054452327916
ava_test,226777,1.16914701461792,0.9008683878511575
ava_test,18156,0.6132706999778748,0.8870913557352977
ava_test,398523,1.662737250328064,0.8860628426074076
ava_test,651711,0.7716854214668274,0.9268750867520257
ava_test,878313,0.8262888193130493,0.9106824695893125
ava_test,612573,0.18848255276679993,0.9141959949683421
ava_test,543331,0.03162013739347458,0.8998890759134525
ava_test,82723,0.25833970308303833,0.9203072444171477
ava_test,139992,0.7652895450592041,0.9367422138961967
ava_test,603787,0.03273073956370354,0.854784756648814
ava_test,338256,0.4349066913127899,0.9160184345594752
ava_test,696581,0.14154240489006042,0.9205528471979029
ava_test,673737,0.4889044761657715,0.8924896564258697
ava_test,771029,0.015140884555876255,0.8899127619031211
ava_test,560905,0.13292796909809113,0.9162821361613915
ava_test,308906,0.06355825811624527,0.9066501694271412
ava_test,50879,0.689530611038208,0.8748887127544606
ava_test,121129,0.23916178941726685,0.9030057997443571
ava_test,511358,0.157832533121109,0.9154258681342862
ava_test,411870,0.191710963845253,0.9142168650116511
ava_test,924219,0.2731137275695801,0.9341919091903814
ava_test,431788,0.4919394552707672,0.9446417810254698
ava_test,354598,0.2747044861316681,0.9257804859547707
ava_test,721062,0.5058717727661133,0.918661425936885
ava_test,34364,0.5023261904716492,0.93808462081459
ava_test,824903,0.14097268879413605,0.9036982402760617
ava_test,41859,0.11692851781845093,0.9166648303607968
ava_test,655340,1.017527461051941,0.8900905989594922
ava_test,642837,0.5625114440917969,0.9237202134333911
ava_test,778657,0.4237619638442993,0.9363624834346755
ava_test,892718,0.03280207887291908,0.9044089746005687
ava_test,12883,0.4610096514225006,0.9445483765791622
ava_test,33759,0.9540072679519653,0.8690733478553561
ava_test,940136,0.3331519365310669,0.8824864856899312
ava_test,159700,0.47056329250335693,0.9105538537413574
ava_test,647213,0.365757018327713,0.9326547827240269
ava_test,209811,0.705926239490509,0.900655804532869
ava_test,86847,0.48447543382644653,0.907599964417661
ava_test,733794,0.15991543233394623,0.9044491782594661
ava_test,524371,0.6511325240135193,0.8964642162083717
ava_test,41842,0.8150798082351685,0.8799881274275724
ava_test,874860,0.35906028747558594,0.8909012172924994
ava_test,657304,0.1523386389017105,0.8986024022170935
ava_test,326460,0.19459125399589539,0.9161259111710524
ava_test,900049,0.29783380031585693,0.9153229423247433
ava_test,833973,0.0578438863158226,0.9067230102834164
